Country Name,Country Code,Series Name,Series Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Barbados,BRB,"Population, total",SP.POP.TOTL,281585,282509,283385,284217,284996
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,15384.8749045581,15472.7813981148,15359.6697072887,15557.8308123722,16096.8925879661
Barbados,BRB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0,0,0,..,..
Belarus,BLR,"Population, total",SP.POP.TOTL,9464495,9465997,9474511,9489616,9507120
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,6940.24391508304,7978.82544260088,8318.42929409316,5949.11067749823,4989.25461056406
Belarus,BLR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0.555212831585441,0.844256831815152,0.722614078019289,..,..
Belgium,BEL,"Population, total",SP.POP.TOTL,11128246,11182817,11209057,11274196,11348159
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,44740.5717021938,46510.3864701585,47439.3968354953,40356.875002697,41096.1573021536
Belgium,BEL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,12.8128790384827,14.1440443887422,17.0302987894479,..,..
Belize,BLZ,"Population, total",SP.POP.TOTL,336701,344181,351694,359288,366954
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,4673.63848043219,4688.53844343529,4852.22366602785,4849.99749504576,4810.56590199317
Belize,BLZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,49.1940058214813,55.8130131931025,50.7054753739704,..,..
Benin,BEN,"Population, total",SP.POP.TOTL,9729160,10004451,10286712,10575952,10872298
Benin,BEN,GDP per capita (current US$),NY.GDP.PCAP.CD,837.950500075362,915.267458596353,943.686575031401,783.947090952422,789.440410685648
Benin,BEN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0.617283950617284,0.578034682080925,0.543478260869565,..,..
Bermuda,BMU,"Population, total",SP.POP.TOTL,64798,65001,65139,65235,65331
Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,85458.455507886,85748.0654143782,..,..,..
Bermuda,BMU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0,0,0,..,..
Bhutan,BTN,"Population, total",SP.POP.TOTL,752967,764961,776448,787386,797765
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,2422.00801577828,2350.88288924473,2522.79600817976,2613.64517681649,2804.00022298565
Bhutan,BTN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,99.997070326805,99.9934556173054,99.9928610794619,..,..
Bolivia,BOL,"Population, total",SP.POP.TOTL,10239004,10400264,10562159,10724705,10887882
Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,2645.22775260146,2947.93852628051,3124.00030982516,3077.02619917158,3104.95608914095
Bolivia,BOL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,32.3064874037332,32.1760694358338,28.0068532267276,..,..
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,3648200,3604999,3566002,3535961,3516816
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,4716.67332542206,5035.86555009171,5193.90493232347,4574.09078735133,4708.71826065622
Bosnia and Herzegovina,BIH,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,29.93182786536,41.4646725116039,36.7264851485149,..,..
Botswana,BWA,"Population, total",SP.POP.TOTL,2089315,2128507,2168573,2209197,2250260
Botswana,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,7029.23145314082,7007.62578327722,7497.76237635063,6532.06050136763,6788.04274537565
Botswana,BWA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0,0.0524383848977451,0.0423190859077444,..,..
Brazil,BRA,"Population, total",SP.POP.TOTL,200560983,202408632,204213133,205962108,207652865
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,12291.4668523291,12216.9044643396,12026.6173095243,8757.20620228724,8649.94849175062
Brazil,BRA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,82.4482831002635,76.6888815734178,73.0812079264246,..,..
British Virgin Islands,VGB,"Population, total",SP.POP.TOTL,28509,29056,29588,30113,30661
British Virgin Islands,VGB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..
British Virgin Islands,VGB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0,0,0,..,..
Brunei Darussalam,BRN,"Population, total",SP.POP.TOTL,399748,405716,411704,417542,423196
Brunei Darussalam,BRN,GDP per capita (current US$),NY.GDP.PCAP.CD,47651.2590896413,44597.279681535,41590.8650226649,30967.890506377,26938.5033823025
Brunei Darussalam,BRN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0.0508905852417303,0.0454338936846888,0.0443852640923213,..,..
Bulgaria,BGR,"Population, total",SP.POP.TOTL,7305888,7265115,7223938,7177991,7127822
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,7378.02553944156,7674.86055914027,7853.33519086217,6993.47735975728,7350.79580089813
Bulgaria,BGR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,11.4364842525602,16.0788502170935,15.7436017644426,..,..
Burkina Faso,BFA,"Population, total",SP.POP.TOTL,16571216,17072723,17585977,18110624,18646433
Burkina Faso,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,673.822700024092,699.045284668085,705.146411321909,615.592225011518,649.730483655835
Burkina Faso,BFA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,15.4411764705882,14.4382099356781,10.3995420537006,..,..
Burundi,BDI,"Population, total",SP.POP.TOTL,9319710,9600186,9891790,10199270,10524117
Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,265.285605131269,282.755525208188,312.748979387017,303.681022254465,285.727442064713
Burundi,BDI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,97.9618194008257,87.02056925233,80.7187888270213,..,..
Cabo Verde,CPV,"Population, total",SP.POP.TOTL,513979,520106,526437,532913,539560
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,3408.48276238421,3558.79631355078,3529.61840305663,2954.11946734235,2997.75267953531
Cabo Verde,CPV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,18.3667484270022,20.5576033446305,17.2916513783909,..,..
Cambodia,KHM,"Population, total",SP.POP.TOTL,14776866,15022692,15270790,15517635,15762370
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,950.024413173571,1028.41956811376,1098.68712310857,1163.18977018277,1269.90723818913
Cambodia,KHM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,37.6569037656904,57.9302587176603,61.0983981693364,..,..
Cameroon,CMR,"Population, total",SP.POP.TOTL,21082383,21655715,22239904,22834522,23439189
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,1255.64818919045,1365.34418999758,1441.14010712277,1244.42942056964,1032.64872204454
Cameroon,CMR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,72.8583545377439,69.6194331983806,74.2559953770587,..,..
Canada,CAN,"Population, total",SP.POP.TOTL,34750545,35155451,35544564,35848610,36286425
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,52496.6948704709,52413.7211560786,50440.4337553383,43315.7004418128,42157.9279910146
Canada,CAN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,62.7257786697429,63.0178723867991,62.7993001216252,..,..
Caribbean small states,CSS,"Population, total",SP.POP.TOTL,7074129,7118888,7162679,7204948,7245472
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,9592.77994804216,9654.56647040638,9597.55808429385,9271.36477068713,8769.64164930723
Caribbean small states,CSS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,9.44761728765285,9.32733118118558,9.35474648041204,..,..
Cayman Islands,CYM,"Population, total",SP.POP.TOTL,57523,58371,59172,59963,60765
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..
Cayman Islands,CYM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0,0,0,..,..
Central African Republic,CAF,"Population, total",SP.POP.TOTL,4490416,4499653,4515392,4546100,4594621
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,486.410113966205,337.484961398269,377.13202741973,348.381417033715,382.213174317687
Central African Republic,CAF,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,84.7457627118644,85.6353591160221,85.792349726776,..,..
Central Europe and the Baltics,CEB,"Population, total",SP.POP.TOTL,103935318,103713726,103496179,103257751,102974082
Central Europe and the Baltics,CEB,GDP per capita (current US$),NY.GDP.PCAP.CD,12996.3408033274,13704.5666523128,14125.8618518034,12411.0716190666,12657.3868037068
Central Europe and the Baltics,CEB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,14.9626454615149,17.9413247824569,20.5052777670024,..,..
Chad,TCD,"Population, total",SP.POP.TOTL,12705135,13133589,13569438,14009413,14452543
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,973.470257398779,986.010317729048,1025.99851471508,777.24870512323,664.29565189928
Chad,TCD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0,0,0,..,..
Channel Islands,CHI,"Population, total",SP.POP.TOTL,161358,162180,162969,163758,164541
Channel Islands,CHI,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..
Channel Islands,CHI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,..,..,..,..,..
Chile,CHL,"Population, total",SP.POP.TOTL,17309746,17462982,17613798,17762681,17909754
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,15431.9029324117,15941.3972192355,14817.3777768529,13653.2263998732,13792.9260543892
Chile,CHL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,36.4453556221416,35.6668719633203,41.1806996839349,..,..
China,CHN,"Population, total",SP.POP.TOTL,1350695000,1357380000,1364270000,1371220000,1378665000
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,6337.8829926902,7077.7705938533,7683.50203795784,8069.21193773116,8123.1808725464
China,CHN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,19.966232881975,20.2962273802567,22.6098068303462,..,..
Colombia,COL,"Population, total",SP.POP.TOTL,46881475,47342981,47791911,48228697,48653419
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,7884.98442882865,8030.58603049039,7913.38343248643,6044.52555566556,5805.60533452459
Colombia,COL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,79.5501941031153,73.9990497991621,74.2477116704806,..,..
Comoros,COM,"Population, total",SP.POP.TOTL,723868,741500,759385,777424,795601
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,788.632652955229,834.341094890303,852.954307862846,727.646386827046,775.080084704756
Comoros,COM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0,0,0,..,..
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,68978682,71316033,73722860,76196619,78736153
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,398.140694830982,420.87049003093,461.56808529415,474.936048106404,444.505316815516
"Congo, Dem. Rep.",COD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,99.8815009874918,99.8907766990291,99.8754387951534,..,..
"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,4633363,4751393,4871101,4995648,5125821
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,2952.05234806594,2964.57315159493,2910.52015289704,1712.12113140016,1528.24483012457
"Congo, Rep.",COG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,58.0588235294118,56.8168519602106,54.7126436781609,..,..
Costa Rica,CRI,"Population, total",SP.POP.TOTL,4654122,4706401,4757575,4807852,4857274
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,9985.36958970111,10569.6663143866,10647.4417945857,11406.3627271108,11824.6381020004
Costa Rica,CRI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,91.8419500688028,88.314606741573,89.7915239307037,..,..
Cote d'Ivoire,CIV,"Population, total",SP.POP.TOTL,21418603,21966312,22531350,23108472,23695919
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,1262.48021811586,1423.68228222575,1569.92827532574,1420.62688438877,1526.19717484252
Cote d'Ivoire,CIV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,26.439566704675,21.8823529411765,23.9319333816075,..,..
Croatia,HRV,"Population, total",SP.POP.TOTL,4267558,4255689,4238389,4203604,4170600
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,13235.9775701749,13574.7400890627,13467.4682686752,11579.6670403193,12090.6665635703
Croatia,HRV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,49.6743132257151,66.5017566501757,73.9580232211968,..,..
Cuba,CUB,"Population, total",SP.POP.TOTL,11382146,11412167,11439767,11461432,11475982
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,6425.94111866075,6760.15343974549,7050.5019901192,7602.26121831897,..
Cuba,CUB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,3.71174299978294,4.3521421107628,4.01734999483631,..,..
Curacao,CUW,"Population, total",SP.POP.TOTL,152088,153822,155909,157979,159999
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..
Curacao,CUW,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,3.48964013086151,3.53982300884956,3.59147025813693,..,..
Cyprus,CYP,"Population, total",SP.POP.TOTL,1135062,1143896,1152309,1160985,1170125
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,28951.1555598986,27907.9673626742,27340.8838161118,23075.1126993152,23324.2017353618
Cyprus,CYP,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,5.44837820648717,7.62237762237762,7.28735632183908,..,..
Czech Republic,CZE,"Population, total",SP.POP.TOTL,10510785,10514272,10525347,10546059,10561633
Czech Republic,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,19729.8705111763,19916.0193873722,19744.5586092159,17556.9243042464,18266.5496886036
Czech Republic,CZE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,9.28698095391631,10.8043175487465,10.7941439533023,..,..
Denmark,DNK,"Population, total",SP.POP.TOTL,5591572,5614932,5643475,5683483,5731118
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,58507.5002096272,61191.1926260428,62425.5392007494,53014.6441616194,53417.6642756422
Denmark,DNK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,48.32741604508,45.9838895281933,55.8742193083305,..,..
Djibouti,DJI,"Population, total",SP.POP.TOTL,881185,896688,912164,927414,942333
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,1536.15068518041,1622.6379744125,1740.91501089716,1862.16727373104,..
Djibouti,DJI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0,0,0,..,..
Dominica,DMA,"Population, total",SP.POP.TOTL,72044,72400,72778,73162,73543
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,6744.56710611005,7022.75066502967,7257.39514281381,7069.50278782651,7144.45467277647
Dominica,DMA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,26.3417035942885,36.454816285998,29.9131113931465,..,..
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,10154950,10281296,10405844,10528394,10648791
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,5968.87676663626,6027.05554403674,6268.69212177713,6468.47164839225,6722.22353580612
Dominican Republic,DOM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,14.2764131399822,14.2760180995475,13.2558014321865,..,..
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,2996573424.07723,3040240927.61008,3083836359.73916,3127290268.68203,3170542188
Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,3322.53410685817,3354.88826769975,3375.65874796941,3237.12848413556,3240.72451541109
Early-demographic dividend,EAR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,18.4442532955228,18.9047768403105,17.9936625586822,..,..
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,2235430359,2250552199,2265898057,2281203360,2296786207
East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,9400.02986756281,9445.00189474107,9662.43203728337,9541.14465879156,9786.46814302823
East Asia & Pacific,EAS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,16.8282468170079,17.4370571961613,19.2909645015784,..,..
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,1993008684,2007434775,2022021082,2036552598,2051431154
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,5387.90897511788,5905.38986554035,6304.61097400905,6514.6162045128,6586.07774416242
East Asia & Pacific (excluding high income),EAP,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,19.9770597966898,20.2668925637222,22.2984126265053,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,1968120178,1982414412,1996870376,2011274432,2026028438
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),NY.GDP.PCAP.CD,5445.49024218195,5968.38849431734,6371.73139096388,6583.82247439782,6655.8457966614
East Asia & Pacific (IDA & IBRD countries),TEA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,19.8079700208693,20.1026174212382,22.1593848280222,..,..
Ecuador,ECU,"Population, total",SP.POP.TOTL,15419666,15661547,15903112,16144368,16385068
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,5702.10431276527,6074.09082895834,6432.21653724126,6205.06222355685,5968.98413848511
Ecuador,ECU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,54.8693482732963,48.9918748119169,49.17513473485,..,..
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,87813257,89807433,91812566,93778172,95688681
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,3181.44170830415,3213.38915790942,3327.75424726108,3547.71301183827,3514.49009688808
"Egypt, Arab Rep.",EGY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,9.47956973546519,8.60993751859566,9.04877523333741,..,..
El Salvador,SLV,"Population, total",SP.POP.TOTL,6221246,6250777,6281189,6312478,6344722
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,3827.78626660961,3895.66449099048,3988.77187105817,4127.11774995493,4223.58457943469
El Salvador,SLV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,60.2372935706269,60.4432397959184,59.6978949059939,..,..
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,1038593,1083746,1129424,1175389,1221490
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,21557.6527999109,20246.9930826625,19002.5973267139,10347.3125725971,8333.23826311996
Equatorial Guinea,GNQ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,44.874715261959,44.874715261959,44.874715261959,..,..
Eritrea,ERI,"Population, total",SP.POP.TOTL,..,..,..,..,..
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..
Eritrea,ERI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0.557103064066852,0.550964187327824,0.540540540540541,..,..
Estonia,EST,"Population, total",SP.POP.TOTL,1322696,1317997,1314545,1315407,1316481
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,17421.8902227378,19029.7745978842,19941.455322403,17074.9209104204,17574.6873552714
Estonia,EST,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,12.3422745884516,9.19020715630885,11.1602121163426,..,..
Ethiopia,ETH,"Population, total",SP.POP.TOTL,92444183,94887724,97366774,99873033,102403196
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,468.506724907536,502.153588732071,571.162275886001,645.463762722184,706.757754078087
Ethiopia,ETH,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,99.8422712933754,99.9082463585274,99.9063962558502,..,..
Euro area,EMU,"Population, total",SP.POP.TOTL,336167296,337296873,338429646,339519210,340894606
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,37593.1541638703,39097.5906390354,39765.193746967,34213.5121378444,34866.0960709045
Euro area,EMU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,24.2595076285282,27.8444612729953,29.2294238421215,..,..
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,894666669,898855113,903094668,907424836,911995305
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,24901.2389140052,25870.413544478,26135.2771030874,22347.2040166908,22108.5112817638
Europe & Central Asia,ECS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,24.2357978913006,26.4294420272449,27.1197588499724,..,..
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,407706585,410126644,412510951,414975737,417424643
